Institution,Year,AISHE_CODE,UG_cap,PG_cap,UG_M,UG_F,UG_T,PG_M,PG_F,PG_T,TOTAL_M,TOTAL_F,GRAND_TOTAL
 Srinivas Institute of Medical Research Centre  Srinivasnagar,2014,C-47323,750,450,69,81,150,0,0,0,69,81,150
 Srinivas Institute of Medical Research Centre  Srinivasnagar,2015,C-47323,750,450,76,74,150,0,0,0,76,74,150
 Srinivas Institute of Medical Research Centre  Srinivasnagar,2016,C-47323,750,450,0,0,0,0,0,0,0,0,0
 Srinivas Institute of Medical Research Centre  Srinivasnagar,2017,C-47323,750,450,0,0,0,0,0,0,0,0,0
 Srinivas Institute of Medical Research Centre  Srinivasnagar,2018,C-47323,750,450,50,100,150,0,0,0,50,100,150
 Institute of Aerospace Medicine Indian Air Force  Bangaluru,2012,C-47329,0,30,0,0,0,16,6,22,16,6,22
 Institute of Aerospace Medicine Indian Air Force  Bangaluru,2013,C-47329,0,30,0,0,0,14,5,19,14,5,19
 Institute of Aerospace Medicine Indian Air Force  Bangaluru,2015,C-47329,0,30,0,0,0,17,1,18,17,1,18
 Institute of Aerospace Medicine Indian Air Force  Bangaluru,2016,C-47329,0,30,0,0,0,20,2,22,20,2,22
 Institute of Aerospace Medicine Indian Air Force  Bangaluru,2017,C-47329,0,30,0,0,0,15,3,18,15,3,18
 Institute of Aerospace Medicine Indian Air Force  Bangaluru,2018,C-47329,0,37,0,0,0,17,5,22,17,5,22
 Employees State Insurance Corporation Medical College  Bangalore,2012,C-47410,400,163,0,0,0,30,30,60,30,30,60
 Employees State Insurance Corporation Medical College  Bangalore,2013,C-47410,350,274,47,48,95,24,26,50,71,74,145
 Employees State Insurance Corporation Medical College  Bangalore,2015,C-47410,400,392,132,167,299,41,47,88,173,214,387
 Employees State Insurance Corporation Medical College  Bangalore,2016,C-47410,500,403,180,218,398,50,54,104,230,272,502
 Employees State Insurance Corporation Medical College  Bangalore,2017,C-47410,500,431,208,271,479,64,60,124,272,331,603
 Employees State Insurance Corporation Medical College  Bangalore,2018,C-47410,500,463,214,281,495,66,69,135,280,350,630
 Subbaiah Institute of Medical Sciences  Shimoga  Karnataka,2012,C-47429,750,450,0,0,0,0,0,0,0,0,0
 Subbaiah Institute of Medical Sciences  Shimoga  Karnataka,2013,C-47429,750,450,61,89,150,0,0,0,61,89,150
 Subbaiah Institute of Medical Sciences  Shimoga  Karnataka,2014,C-47429,750,450,137,163,300,0,0,0,137,163,300
 Subbaiah Institute of Medical Sciences  Shimoga  Karnataka,2015,C-47429,750,450,218,240,458,0,0,0,218,240,458
 Subbaiah Institute of Medical Sciences  Shimoga  Karnataka,2016,C-47429,750,450,194,261,455,0,0,0,194,261,455
 Subbaiah Institute of Medical Sciences  Shimoga  Karnataka,2017,C-47429,750,450,225,344,569,0,0,0,225,344,569
 Subbaiah Institute of Medical Sciences  Shimoga  Karnataka,2018,C-47429,750,450,263,322,585,0,0,0,263,322,585
 Tirunelveli Medical College Tirunelveli,2012,C-47556,750,621,450,450,900,78,80,158,591,1346,1937
 Tirunelveli Medical College Tirunelveli,2013,C-47556,750,623,450,450,900,78,80,158,591,1346,1937
 Tirunelveli Medical College Tirunelveli,2014,C-47556,750,625,450,450,900,296,295,591,902,1644,2546
 Tirunelveli Medical College Tirunelveli,2015,C-47556,750,628,450,450,900,80,78,158,593,1344,1937
 Tirunelveli Medical College Tirunelveli,2016,C-47556,750,627,450,450,900,78,80,158,593,1347,1940
 Tirunelveli Medical College Tirunelveli,2017,C-47556,750,700,450,450,900,78,80,158,591,1346,1937
 Tirunelveli Medical College Tirunelveli,2018,C-47556,750,776,0,0,0,0,0,0,0,0,0
 Government Vellore Medical College  Vellore,2012,C-47557,500,300,49,51,100,0,0,0,49,51,100
 Government Vellore Medical College  Vellore,2013,C-47557,500,306,51,53,104,0,0,0,51,53,104
 Government Vellore Medical College  Vellore,2014,C-47557,500,312,50,54,104,0,0,0,50,54,104
 Government Vellore Medical College  Vellore,2015,C-47557,500,318,222,232,454,0,0,0,222,232,454
 Government Vellore Medical College  Vellore,2016,C-47557,500,318,237,221,458,0,0,0,237,221,458
 Government Vellore Medical College  Vellore,2017,C-47557,500,335,248,224,472,0,0,0,248,224,472
 Government Vellore Medical College  Vellore,2018,C-47557,500,352,250,237,487,24,10,34,274,247,521
 Theni Government Medical College Theni,2012,C-47558,500,300,37,49,86,0,0,0,83,251,334
 Theni Government Medical College Theni,2013,C-47558,500,310,37,49,86,0,0,0,100,214,314
 Theni Government Medical College Theni,2014,C-47558,500,320,150,235,385,2,4,6,177,533,710
 Theni Government Medical College Theni,2015,C-47558,500,330,164,270,434,3,8,11,190,521,711
 Theni Government Medical College Theni,2016,C-47558,500,336,165,318,483,4,13,17,211,684,895
 Theni Government Medical College Theni,2017,C-47558,500,354,163,225,388,6,15,21,197,408,605
 Theni Government Medical College Theni,2018,C-47558,500,386,195,290,485,14,22,36,276,628,904
 Government Sivagangai Medical College  Sivaganga,2013,C-47559,600,350,48,52,100,0,0,0,48,52,100
 Government Sivagangai Medical College  Sivaganga,2014,C-47559,600,300,99,101,200,0,0,0,99,101,200
 Government Sivagangai Medical College  Sivaganga,2015,C-47559,550,300,148,152,300,0,0,0,148,152,300
 Government Sivagangai Medical College  Sivaganga,2016,C-47559,500,300,199,201,400,0,0,0,199,201,400
 Government Sivagangai Medical College  Sivaganga,2017,C-47559,500,300,245,255,500,0,0,0,245,255,500
 Government Sivagangai Medical College  Sivaganga,2018,C-47559,500,300,278,322,600,0,0,0,278,322,600
 Karpagam Faculty of Medical Sciences & Research  Coimbatore,2013,C-47560,700,550,61,89,150,0,0,0,61,89,150
 Karpagam Faculty of Medical Sciences & Research  Coimbatore,2014,C-47560,750,450,69,81,150,0,0,0,69,81,150
 Karpagam Faculty of Medical Sciences & Research  Coimbatore,2015,C-47560,750,464,67,83,150,0,0,0,67,83,150
 Karpagam Faculty of Medical Sciences & Research  Coimbatore,2016,C-47560,750,480,63,87,150,0,0,0,63,87,150
 Karpagam Faculty of Medical Sciences & Research  Coimbatore,2017,C-47560,750,496,314,414,728,0,0,0,314,414,728
 Karpagam Faculty of Medical Sciences & Research  Coimbatore,2018,C-47560,750,498,258,342,600,0,0,0,258,342,600
 Murshidabad Medical College & Hospitals  Murshidabad,2013,C-47719,500,300,69,31,100,0,0,0,69,31,100
 Murshidabad Medical College & Hospitals  Murshidabad,2014,C-47719,500,300,128,72,200,0,0,0,128,72,200
 Murshidabad Medical College & Hospitals  Murshidabad,2015,C-47719,500,300,191,108,299,0,0,0,191,108,299
 Murshidabad Medical College & Hospitals  Murshidabad,2016,C-47719,500,300,261,137,398,0,0,0,261,137,398
 Murshidabad Medical College & Hospitals  Murshidabad,2017,C-47719,500,300,323,173,496,0,0,0,323,173,496
 Murshidabad Medical College & Hospitals  Murshidabad,2018,C-47719,500,300,331,167,498,0,0,0,331,167,498
 Mahatma Gandhi Medical College & Research Institute  Pondicherry,2013,C-47762,750,639,441,459,900,106,74,180,568,541,1109
 Mahatma Gandhi Medical College & Research Institute  Pondicherry,2014,C-47762,750,644,462,438,900,108,87,195,593,533,1126
 Mahatma Gandhi Medical College & Research Institute  Pondicherry,2015,C-47762,750,647,436,414,850,106,88,194,564,510,1074
 Mahatma Gandhi Medical College & Research Institute  Pondicherry,2016,C-47762,750,650,491,474,965,103,80,183,618,568,1186
 Mahatma Gandhi Medical College & Research Institute  Pondicherry,2017,C-47762,850,776,614,572,1186,118,78,196,768,674,1442
 Mahatma Gandhi Medical College & Research Institute  Pondicherry,2018,C-47762,950,948,534,541,1075,99,85,184,661,652,1313
 Shri Satya Sai Medical College and Research Institute  Kancheepuram,2012,C-47765,750,471,748,0,748,0,0,0,748,0,748
 Shri Satya Sai Medical College and Research Institute  Kancheepuram,2013,C-47765,750,474,394,354,748,1,2,3,395,356,751
 Shri Satya Sai Medical College and Research Institute  Kancheepuram,2014,C-47765,750,479,343,289,632,1,2,3,344,291,635
 Shri Satya Sai Medical College and Research Institute  Kancheepuram,2015,C-47765,750,484,438,302,740,1,5,6,439,307,746
 Shri Satya Sai Medical College and Research Institute  Kancheepuram,2016,C-47765,750,512,392,382,774,2,3,5,394,385,779
 Shri Satya Sai Medical College and Research Institute  Kancheepuram,2017,C-47765,750,549,343,366,709,3,4,7,346,370,716
 Shri Satya Sai Medical College and Research Institute  Kancheepuram,2018,C-47765,750,608,330,414,744,35,25,60,365,439,804
 GCS Medical College  Ahmedabad,2012,C-47885,750,567,77,73,150,0,0,0,77,73,150
 GCS Medical College  Ahmedabad,2013,C-47885,750,450,76,74,150,0,0,0,76,74,150
 GCS Medical College  Ahmedabad,2014,C-47885,750,450,228,222,450,0,0,0,228,222,450
 GCS Medical College  Ahmedabad,2015,C-47885,750,450,320,280,600,0,0,0,320,280,600
 GCS Medical College  Ahmedabad,2016,C-47885,750,450,394,356,750,0,0,0,394,356,750
 GCS Medical College  Ahmedabad,2017,C-47885,750,495,452,411,863,0,0,0,452,411,863
 GCS Medical College  Ahmedabad,2018,C-47885,750,561,398,352,750,17,11,28,415,363,778
 GMERS Medical College  Sola  Ahmedabad,2012,C-47886,750,452,67,83,150,0,0,0,67,83,150
 GMERS Medical College  Sola  Ahmedabad,2013,C-47886,750,450,147,153,300,0,0,0,147,153,300
 GMERS Medical College  Sola  Ahmedabad,2014,C-47886,750,450,225,225,450,0,0,0,225,225,450
 GMERS Medical College  Sola  Ahmedabad,2015,C-47886,750,450,314,286,600,0,0,0,314,286,600
 GMERS Medical College  Sola  Ahmedabad,2016,C-47886,750,463,403,347,750,0,0,0,403,347,750
 GMERS Medical College  Sola  Ahmedabad,2017,C-47886,750,500,419,331,750,0,0,0,419,331,750
 GMERS Medical College  Sola  Ahmedabad,2018,C-47886,750,550,427,323,750,0,0,0,427,323,750
 GMERS Medical College  Gandhinagar,2013,C-47898,750,450,70,80,150,0,0,0,70,80,150
 GMERS Medical College  Gandhinagar,2014,C-47898,750,450,140,160,300,0,0,0,140,160,300
 GMERS Medical College  Gandhinagar,2015,C-47898,750,450,223,227,450,0,0,0,223,227,450
 GMERS Medical College  Gandhinagar,2016,C-47898,750,450,311,289,600,0,0,0,311,289,600
 GMERS Medical College  Gandhinagar,2017,C-47898,750,450,0,0,0,0,0,0,0,0,0
 GMERS Medical College  Gandhinagar,2018,C-47898,750,450,288,130,418,0,0,0,288,130,418
 T D Medical College  Alleppey (Allappuzha),2014,C-48101,650,595,4,75,79,0,0,0,12,145,157
 T D Medical College  Alleppey (Allappuzha),2015,C-48101,700,596,4,75,79,0,0,0,12,145,157
 T D Medical College  Alleppey (Allappuzha),2016,C-48101,750,601,4,79,83,0,0,0,12,149,161
 T D Medical College  Alleppey (Allappuzha),2017,C-48101,750,616,6,77,83,0,0,0,12,145,157
 Azeezia Instt of Medical Science Meeyannoor Kollam,2016,C-48104,500,329,215,385,600,8,4,12,223,389,612
 Azeezia Instt of Medical Science Meeyannoor Kollam,2017,C-48104,500,342,188,312,500,15,9,24,203,321,524
 Azeezia Instt of Medical Science Meeyannoor Kollam,2018,C-48104,500,348,182,318,500,23,15,38,205,333,538
 Travancore Medical College  Kollam,2017,C-48108,500,312,34,66,100,2,3,5,36,69,105
 Travancore Medical College  Kollam,2018,C-48108,500,318,169,331,500,3,7,10,172,338,510
 Medical College  Thiruvananthapuram,2017,C-48124,1000,1273,508,491,999,0,0,0,508,491,999
 Medical College  Thiruvananthapuram,2018,C-48124,1000,1381,1000,0,1000,0,0,0,1000,0,1000
 Sree Gokulam Medical College  Trust & Research Foundation  Trivandrum,2016,C-48136,350,352,258,492,750,35,52,87,296,552,848
 Sree Gokulam Medical College  Trust & Research Foundation  Trivandrum,2017,C-48136,450,452,246,504,750,29,58,87,278,572,850
 Sree Gokulam Medical College  Trust & Research Foundation  Trivandrum,2018,C-48136,550,559,254,496,750,30,56,86,287,563,850
 Sree Uthradom Thiurnal Academy of Medical Sciences Trivandrum,2016,C-48141,500,300,165,335,500,0,0,0,165,335,500
 Sree Uthradom Thiurnal Academy of Medical Sciences Trivandrum,2017,C-48141,500,300,168,332,500,0,0,0,168,332,500
 Sree Uthradom Thiurnal Academy of Medical Sciences Trivandrum,2018,C-48141,500,300,168,332,500,0,0,0,168,332,500
 Chirayu Medical College and Hospital  Bairagarh Bhopal,2014,C-48204,700,450,112,140,252,0,0,0,112,140,252
 Chirayu Medical College and Hospital  Bairagarh Bhopal,2015,C-48204,750,462,76,74,150,0,0,0,76,74,150
 Chirayu Medical College and Hospital  Bairagarh Bhopal,2016,C-48204,750,480,78,72,150,0,0,0,78,72,150
 Chirayu Medical College and Hospital  Bairagarh Bhopal,2017,C-48204,750,498,373,408,781,3,0,3,376,408,784
 Chirayu Medical College and Hospital  Bairagarh Bhopal,2018,C-48204,750,504,453,452,905,2,3,5,455,455,910
 L.N. Medical College and Research Centre Bhopal,2013,C-48212,750,487,160,139,299,0,0,0,160,139,299
 L.N. Medical College and Research Centre Bhopal,2014,C-48212,750,497,354,405,759,0,0,0,354,405,759
 L.N. Medical College and Research Centre Bhopal,2015,C-48212,750,507,390,503,893,0,0,0,390,503,893
 L.N. Medical College and Research Centre Bhopal,2016,C-48212,750,507,387,520,907,0,0,0,387,520,907
 L.N. Medical College and Research Centre Bhopal,2017,C-48212,750,544,372,374,746,0,0,0,372,374,746
 L.N. Medical College and Research Centre Bhopal,2018,C-48212,750,589,374,370,744,11,19,30,385,389,774
 BPS Government Medical College for Women  Sonepat,2013,C-48368,650,410,0,100,100,0,0,0,0,100,100
 BPS Government Medical College for Women  Sonepat,2014,C-48368,600,300,0,77,77,0,0,0,0,77,77
 BPS Government Medical College for Women  Sonepat,2015,C-48368,550,300,0,300,300,0,0,0,0,300,300
 BPS Government Medical College for Women  Sonepat,2016,C-48368,500,327,0,400,400,0,0,0,0,400,400
 BPS Government Medical College for Women  Sonepat,2017,C-48368,500,354,0,400,400,0,0,0,0,400,400
 BPS Government Medical College for Women  Sonepat,2018,C-48368,500,381,0,500,500,0,0,0,0,500,500
 Mallareddy Medical College for Womens  Hyderabad,2017,C-48681,0,0,0,427,427,0,0,0,0,427,427
 Mallareddy Medical College for Womens  Hyderabad,2018,C-48681,0,0,0,427,427,0,0,0,0,427,427
 Shaheed Hasan Khan Mewati Government Medical College  Nalhar,2016,C-48776,500,300,255,44,299,0,0,0,255,44,299
 Shaheed Hasan Khan Mewati Government Medical College  Nalhar,2017,C-48776,500,309,354,60,414,0,0,0,354,60,414
 Shaheed Hasan Khan Mewati Government Medical College  Nalhar,2018,C-48776,500,333,426,96,522,0,0,0,426,96,522
 M. V. Hospital for Diabetes & Diabetes Research Centre  Chennai,2015,C-49000,350,349,0,0,0,5,4,9,5,4,9
 M. V. Hospital for Diabetes & Diabetes Research Centre  Chennai,2016,C-49000,275,176,0,0,0,3,4,7,3,4,7
 M. V. Hospital for Diabetes & Diabetes Research Centre  Chennai,2017,C-49000,200,0,0,0,0,4,4,8,4,4,8
 M. V. Hospital for Diabetes & Diabetes Research Centre  Chennai,2018,C-49000,100,0,2,3,5,0,0,0,2,3,5
 Madras Medical College  Chennai,2014,C-49008,330,1178,48,133,181,0,0,0,48,133,181
 Madras Medical College  Chennai,2015,C-49008,495,1398,48,133,181,0,0,0,48,133,181
 Madras Medical College  Chennai,2016,C-49008,660,1428,47,128,175,0,0,0,47,128,175
 Madras Medical College  Chennai,2017,C-49008,910,1540,58,129,187,0,0,0,58,129,187
 Madras Medical College  Chennai,2018,C-49008,995,1661,60,141,201,0,0,0,60,141,201
 PSG Institute of Medical Sciences  Coimbatore,2014,C-49036,750,597,37,47,84,0,0,0,37,47,84
 PSG Institute of Medical Sciences  Coimbatore,2015,C-49036,750,610,52,63,115,0,0,0,52,63,115
 PSG Institute of Medical Sciences  Coimbatore,2016,C-49036,750,622,51,60,111,0,0,0,51,60,111
 PSG Institute of Medical Sciences  Coimbatore,2017,C-49036,750,630,56,103,159,0,0,0,56,103,159
 PSG Institute of Medical Sciences  Coimbatore,2018,C-49036,750,638,56,101,157,0,0,0,56,101,157
 Christian Medical College  Vellore,2014,C-49094,120,607,161,216,377,0,0,0,161,216,377
 Christian Medical College  Vellore,2015,C-49094,180,718,147,251,398,0,0,0,147,251,398
 Christian Medical College  Vellore,2016,C-49094,240,774,115,210,325,0,0,0,115,210,325
 Christian Medical College  Vellore,2017,C-49094,340,875,117,203,320,0,0,0,117,203,320
 Christian Medical College  Vellore,2018,C-49094,380,941,110,207,317,0,0,0,110,207,317
 Surat Municipal Institute of  Medical Education & Research  Surat,2012,C-493,750,564,317,349,666,66,38,104,386,388,774
 Surat Municipal Institute of  Medical Education & Research  Surat,2013,C-493,750,582,326,313,639,83,42,125,410,357,767
 Surat Municipal Institute of  Medical Education & Research  Surat,2014,C-493,750,605,317,380,697,74,57,131,391,440,831
 Surat Municipal Institute of  Medical Education & Research  Surat,2015,C-493,750,635,337,407,744,68,64,132,406,473,879
 Surat Municipal Institute of  Medical Education & Research  Surat,2016,C-493,750,669,318,447,765,66,70,136,386,518,904
 Surat Municipal Institute of  Medical Education & Research  Surat,2017,C-493,750,723,339,409,748,144,71,215,483,482,965
 Surat Municipal Institute of  Medical Education & Research  Surat,2018,C-493,750,763,346,402,748,104,110,214,450,514,964
 Ashwini Rural Medical College  Hospital & Research Centre  Solapur,2013,C-49461,200,200,97,38,135,0,0,0,97,38,135
 Ashwini Rural Medical College  Hospital & Research Centre  Solapur,2014,C-49461,300,300,80,74,154,0,0,0,80,74,154
 Ashwini Rural Medical College  Hospital & Research Centre  Solapur,2017,C-49461,500,300,243,256,499,0,0,0,243,256,499
 Ashwini Rural Medical College  Hospital & Research Centre  Solapur,2018,C-49461,500,300,243,253,496,0,0,0,243,253,496
 Vardhman Institute of Medical Sciences  Pawapuri  Nalanda,2014,C-49564,500,300,75,20,95,0,0,0,75,20,95
 Vardhman Institute of Medical Sciences  Pawapuri  Nalanda,2015,C-49564,500,300,143,48,191,0,0,0,143,48,191
 Vardhman Institute of Medical Sciences  Pawapuri  Nalanda,2016,C-49564,500,300,213,75,288,0,0,0,213,75,288
 Vardhman Institute of Medical Sciences  Pawapuri  Nalanda,2017,C-49564,500,300,104,184,288,0,0,0,104,184,288
 Vardhman Institute of Medical Sciences  Pawapuri  Nalanda,2018,C-49564,500,300,333,138,471,0,0,0,333,138,471
 Government Medical College  Ernakulam,2015,C-49794,500,322,172,326,498,4,7,11,176,333,509
 Government Medical College  Ernakulam,2016,C-49794,500,333,181,319,500,11,11,22,192,330,522
 Government Medical College  Ernakulam,2017,C-49794,500,333,184,316,500,16,16,32,200,332,532
 Government Medical College  Ernakulam,2018,C-49794,500,333,179,321,500,15,18,33,194,339,533
 SMBT Institute of Medical Sciences & Research Centre  Nandihills  Nashik,2015,C-50714,480,360,93,57,150,0,0,0,93,57,150
 SMBT Institute of Medical Sciences & Research Centre  Nandihills  Nashik,2016,C-50714,570,450,154,119,273,0,0,0,154,119,273
 SMBT Institute of Medical Sciences & Research Centre  Nandihills  Nashik,2017,C-50714,660,450,243,196,439,0,0,0,243,196,439
 SMBT Institute of Medical Sciences & Research Centre  Nandihills  Nashik,2018,C-50714,750,450,333,261,594,0,0,0,333,261,594
 Chandulal Chandrakar Memorial Medical College  Durg,2014,C-50869,600,400,79,71,150,0,0,0,79,71,150
 Chandulal Chandrakar Memorial Medical College  Durg,2015,C-50869,650,450,216,216,432,0,0,0,216,216,432
 Chandulal Chandrakar Memorial Medical College  Durg,2016,C-50869,700,450,196,225,421,0,0,0,196,225,421
 Chandulal Chandrakar Memorial Medical College  Durg,2017,C-50869,750,450,249,261,510,0,0,0,249,261,510
 Chandulal Chandrakar Memorial Medical College  Durg,2018,C-50869,750,450,321,338,659,0,0,0,321,338,659
 Mayo Institute of Medical Sciences  Barabanki,2015,C-50896,700,450,58,45,103,0,0,0,58,45,103
 Mayo Institute of Medical Sciences  Barabanki,2016,C-50896,750,450,58,45,103,0,0,0,58,45,103
 Mayo Institute of Medical Sciences  Barabanki,2017,C-50896,750,450,54,66,120,0,0,0,54,66,120
 Mayo Institute of Medical Sciences  Barabanki,2018,C-50896,750,450,66,84,150,0,0,0,66,84,150
 RUHS College of Medical Sciences  Jaipur,2017,C-51045,550,300,153,147,300,0,0,0,153,147,300
 Al-Azhar Medical College and Super Speciality Hospital  Thodupuzha,2015,C-51350,450,150,56,93,149,0,0,0,56,93,149
 Al-Azhar Medical College and Super Speciality Hospital  Thodupuzha,2016,C-51350,300,0,54,96,150,0,0,0,54,96,150
 Al-Azhar Medical College and Super Speciality Hospital  Thodupuzha,2017,C-51350,150,0,54,96,150,0,0,0,54,96,150
 Al-Azhar Medical College and Super Speciality Hospital  Thodupuzha,2018,C-51350,0,0,43,107,150,0,0,0,43,107,150
