State Id,OfficeName,"Service
Code","Service
Title","Actual
Start
Date","Actual
End
Date","Completion
Status","Service
Provider
Name","Course
Name","Credential
Type 1","Credential
Date 1","Exit
Reason","Exit
Date",Q0 -Wages at Exit,"Employment
Start
Date",EmpName,EmpCity,EmpStateCD,JobTitle,HoursPerWeek,"Placement
Hour
Wage","Medical
Benefits","Other
Benefits","Train
Related
Emp","Non
Traditional
Emp","NAICS
Code",QTR1A Exit,QTR2A Exit,QTR3A Exit
328448,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,,,,                              ,,,,,,,,,,,,,,
97288,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/28/2019,8/9/2019,Successful Completion,Excel Automotive Institute,Automotive Foundations,5,8/9/2019,Successful Completion Employed,10/9/2019,,4/1/2018,Connally Contracting Corporation,Washington,DC,Laborer,40,17,0,0,9,0,236220,,,
509922,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/15/2019,9/27/2019,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,5,9/27/2019,,,,                              ,,,,,,,,,,,,,,
405864,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/14/2019,,,,                              ,,,,,,,,,,,,,,
476672,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/22/2019,Unknown Status,9/8/2020,,                              ,,,,,,,,,,,,,,
26428,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/5/2019,6/5/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,6,6/5/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
213796,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/28/2019,3/29/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/29/2019,,,,                              ,,,,,,,,,,,,,,
106521,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,,,Successful Completion Employed,10/29/2019,,10/28/2019,Pepco Holdings Inc,Washington,DC,substation technician,40,22.14,1,1,9,0,551112,,,
304358,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
100147,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/3/2019,9/4/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/4/2019,,,,                              ,,,,,,,,,,,,,,
512860,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/3/2019,9/4/2019,Unsuccessful Completion - Failed to Report,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/4/2019,,,,                              ,,,,,,,,,,,,,,
181328,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/28/2019,8/28/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,8/28/2019,Successful Completion Employed,3/9/2020,,11/25/2019,UPS Customer Ctr,Alexandria,VA,Seasonal Helper,40,13.25,1,1,9,0,541860,,,
364362,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/4/2019,9/4/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/24/2019,,,,                              ,,,,,,,,,,,,,,
294078,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/16/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,5,5/26/2021,,,,                              ,,,,,,,,,,,,,,
152734,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,,,,                              ,,,,,,,,,,,,,,
203798,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/5/2019,6/5/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,6,6/5/2019,,,,                              ,,,,,,,,,,,,,,
793,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/8/2019,6/28/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,,,Unknown Status,4/15/2020,,                              ,,,,,,,,,,,,,,
175926,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/6/2019,7/26/2019,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,6,7/18/2019,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
41944,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,4,9/10/2019,,,,                              ,,,,,,,,,,,,,,
510286,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/24/2019,,,,                              ,,,,,,,,,,,,,,
392712,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/31/2019,2/27/2019,Unsuccessful Completion - Dropped Out,Excel Automotive Institute,Automotive Foundations,,,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
264403,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/24/2019,9/25/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/28/2019,,,,                              ,,,,,,,,,,,,,,
470068,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/22/2019,Successful Completion Employed,9/3/2019,,9/3/2019,Pilgrims Baptist Church,,,Teachers Aide,40,14,0,0,9,0,,,,
509687,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
483788,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/24/2019,Successful Completion Employed,2/24/2020,,10/30/2019,Janjer Enterprises,Silver Spring,MD,Food Service Worker,40,11.5,1,1,9,0,722511,,,
104969,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/6/2019,6/7/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/7/2019,Successful Completion Employed,8/28/2018,,8/28/2018,Baker DC LLC,Washington,DC,Laborer,40,15,0,0,9,0,238110,,,
130559,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/8/2019,,,,                              ,,,,,,,,,,,,,,
151321,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,6,6/5/2019,Successful Completion Employed,12/2/2019,,12/2/2019,Powersolv Inc,Reston,VA,Help desk Technician,40,28.63,1,1,9,0,711510,,,
142983,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/25/2019,7/26/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/28/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
182055,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/16/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
8366,DC Infrastructure Academy,313,Enrolled In State And Local Training,4/4/2019,4/5/2019,Unsuccessful Completion - Failed to Report,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
509102,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,Successful Completion Employed,7/11/2019,,2/5/2019,Foot Locker,Oxon Hill,MD,PT S ales,30,11.5,1,1,9,0,448210,,,
114677,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/24/2019,6/27/2019,Unsuccessful Completion - Dropped Out,GRID Alternatives Mid-Atlantic,Solar Works,,,Successful Completion Employed,9/25/2019,,9/25/2019,The Calpro Group Inc,Washington,DC,Event Staff,40,15,0,0,9,0,541611,,,
395642,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,,,,                              ,,,,,,,,,,,,,,
511861,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/28/2019,8/28/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,8/28/2019,,,,                              ,,,,,,,,,,,,,,
168371,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/1/2019,5/1/2019,Successful Completion,,,5,3/22/2019,Successful Completion Employed,2/3/2020,,5/1/2019,Community Bridge Foundation,Washington,DC,Litter Collector,40,14.5,1,1,9,0,541720,,,
471726,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,4,9/10/2019,Successful Completion Employed,11/14/2019,,11/14/2019,Aldo,Washington,DC,Stockperson,40,14,0,0,9,0,448210,,,
57250,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Unsuccessful Completion - Failed to Report,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,,,,                              ,,,,,,,,,,,,,,
2524,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/11/2019,Status of Completion Unknown,DC Department of Employment Services,Services to Individuals Seeking Employment,5,7/12/2019,Successful Completion,9/25/2020,,                              ,,,,,,,,,,,,,,
505730,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/24/2019,Successful Completion Employed,8/1/2019,,5/30/2019,CLP Electrical Contractors,Largo,MD,Electrician,40,23,0,0,9,0,,,,
511706,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/25/2019,9/25/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/9/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
198198,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/13/2019,8/14/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/14/2019,,,,                              ,,,,,,,,,,,,,,
266245,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/22/2019,12/2/2019,Successful Completion,Excel Automotive Institute,Automotive Foundations,5,7/3/2019,,,,                              ,,,,,,,,,,,,,,
307610,DC Infrastructure Academy,313,Enrolled In State And Local Training,11/26/2018,12/7/2018,Status of Completion Unknown,,,5,6/17/2020,Successful Completion Employed,9/30/2020,,10/5/2020,"MALILL, LLC",Elkridge,MD,Skilled Laborer,40,21,1,1,9,0,236210,,,
26428,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,6,6/5/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
231097,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,9/20/2019,Successful Completion Employed,2/3/2020,,2/3/2020,Ipsun Solar,Washington,DC,Solar Installer,40,16,1,1,9,0,423720,,,
469616,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
513083,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/25/2019,9/25/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,9/25/2019,Successful Completion Employed,9/26/2019,,9/26/2019,Wal-Mart,,,LABORER UNSKILLED,40,14.78,1,1,9,0,,,,
508641,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/13/2019,6/12/2019,Unsuccessful Completion - Dropped Out,University of the District of Columbia (UDC),Quick Path to Energy,,,Unknown Status,9/10/2020,,                              ,,,,,,,,,,,,,,
87333,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/24/2019,Unknown Status,9/10/2020,,                              ,,,,,,,,,,,,,,
81297,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/21/2019,,,,                              ,,,,,,,,,,,,,,
223798,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/1/2019,10/11/2019,Successful Completion,Toni Thomas Associates,Commercial Driver's License Class B,4,7/23/2019,Successful Completion Employed,11/4/2019,,11/4/2019,Toni Thomas Assoc Inc,Washington,DC,Instructor,40,22,1,1,9,0,999990,,,
211139,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/22/2019,11/21/2019,Successful Completion,Excel Automotive Institute,Automotive Foundations,5,7/12/2019,Successful Completion Employed,3/9/2019,,3/9/2019,Home Depot,Washington,DC,Freight/Receiving,40,15,1,1,9,0,444110,,,
3420,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/9/2019,Successful Completion Employed,12/4/2019,,9/3/2019,DC Circulator,Washington,DC,Transit Bus Driver,40,18,0,0,9,0,488210,,,
506664,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
392611,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/23/2019,,,,                              ,,,,,,,,,,,,,,
539454,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/16/2021,NA,,University of the District of Columbia (UDC),Quick Path to Energy,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
471200,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/24/2019,Successful Completion Employed,8/1/2019,,7/8/2019,Single Metal Work,Washington,DC,Sheet Metal Apprentice,40,18.31,0,0,9,0,,,,
203079,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/6/2019,6/6/2019,Unsuccessful Completion - Dropped Out,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,5,3/1/2019,Successful Completion Employed,6/6/2019,,6/6/2019,Soul Tree LLC,Washington,DC,General Clerk,40,20,1,1,9,0,999990,,,
511703,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Unsuccessful Completion - Dropped Out,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/14/2019,Successful Completion Employed,2/24/2020,,1/13/2020,CHIPOTLE,,,Crew Member,18,14,1,1,9,0,,,,
468951,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Unsuccessful Completion - Failed to Report,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,Unknown Status,9/29/2020,,                              ,,,,,,,,,,,,,,
106009,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/9/2019,,,,                              ,,,,,,,,,,,,,,
462261,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/25/2019,9/25/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,9/25/2019,,,,                              ,,,,,,,,,,,,,,
186781,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/8/2019,Successful Completion,9/15/2020,,                              ,,,,,,,,,,,,,,
395323,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/30/2019,5/31/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/31/2019,,,,                              ,,,,,,,,,,,,,,
157462,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/22/2019,3/15/2019,Successful Completion,ITC Technologies LLC,Cisco Certified Network Associate (CCNA),,,Successful Completion Employed,3/28/2019,,3/28/2019,Prince Security Svc,Silver Spring,MD,Security Officer,40,15,1,1,9,0,561611,,,
